,eid,EPS
733,2-s2.0-0344210386,0
734,2-s2.0-0030251220,0
735,2-s2.0-0030092692,0
736,2-s2.0-0029667933,0
737,2-s2.0-0029416404,0
738,2-s2.0-0029488431,0
739,2-s2.0-85140057905,0
740,2-s2.0-85140075125,0
741,2-s2.0-85139368093,0
742,2-s2.0-85139371839,0
743,2-s2.0-35348814301,1
744,2-s2.0-85137040147,0
745,2-s2.0-85139072900,0
746,2-s2.0-85140138764,0
747,2-s2.0-85140062082,0
748,2-s2.0-85139595678,0
749,2-s2.0-85132546192,0
750,2-s2.0-67349272009,0
751,2-s2.0-84859295391,1
752,2-s2.0-85131735322,0
753,2-s2.0-85063958781,0
754,2-s2.0-0034991588,0
755,2-s2.0-85134883759,0
756,2-s2.0-77649193170,0
757,2-s2.0-85130189097,0
758,2-s2.0-85139811587,0
759,2-s2.0-79955664178,1
760,2-s2.0-85138030417,0
761,2-s2.0-78449239545,0
762,2-s2.0-78651381621,0
763,2-s2.0-48749115215,0
764,2-s2.0-85139777028,0
765,2-s2.0-85136099704,0
766,2-s2.0-28344443385,0
767,2-s2.0-85134250854,0
768,2-s2.0-85137885719,0
769,2-s2.0-85137546841,0
770,2-s2.0-85131367347,0
771,2-s2.0-85040781803,1
772,2-s2.0-84978850717,0
773,2-s2.0-85044239456,0
774,2-s2.0-38549168651,0
775,2-s2.0-85130109503,0
776,2-s2.0-84993983155,1
777,2-s2.0-85132858183,0
778,2-s2.0-85133654874,0
779,2-s2.0-28344456624,0
780,2-s2.0-85129238774,0
781,2-s2.0-85135890585,0
782,2-s2.0-85135443398,0
783,2-s2.0-85126013561,0
784,2-s2.0-85131050033,0
785,2-s2.0-80053550217,1
786,2-s2.0-85130785161,0
787,2-s2.0-84880001648,0
788,2-s2.0-85122384883,0
789,2-s2.0-85128238428,0
790,2-s2.0-85125303420,0
791,2-s2.0-77954625175,1
792,2-s2.0-85123871242,0
793,2-s2.0-85118609491,0
794,2-s2.0-85137071401,0
795,2-s2.0-85133601951,0
796,2-s2.0-85113760436,0
797,2-s2.0-85114033178,0
798,2-s2.0-85135521153,0
799,2-s2.0-85111218554,0
800,2-s2.0-85077031576,1
801,2-s2.0-85112569256,0
802,2-s2.0-85114021461,0
803,2-s2.0-85107379351,0
804,2-s2.0-85099632482,0
805,2-s2.0-85098993501,0
806,2-s2.0-84954285345,1
807,2-s2.0-85096484436,0
808,2-s2.0-85098090112,0
809,2-s2.0-85098460577,0
810,2-s2.0-85089859130,0
811,2-s2.0-85090323951,0
812,2-s2.0-85089099303,0
813,2-s2.0-35448967791,0
814,2-s2.0-85073747395,1
815,2-s2.0-85129423106,0
816,2-s2.0-85088261239,0
817,2-s2.0-85076909354,0
818,2-s2.0-84861847096,1
819,2-s2.0-85081649683,0
820,2-s2.0-85083682490,0
821,2-s2.0-85081695970,0
822,2-s2.0-85072289737,0
823,2-s2.0-85066433974,0
824,2-s2.0-85051815679,1
825,2-s2.0-85060652748,0
826,2-s2.0-85059740287,0
827,2-s2.0-85055646411,0
828,2-s2.0-52449110028,0
829,2-s2.0-85029168119,1
830,2-s2.0-85065475509,0
831,2-s2.0-85063423320,0
832,2-s2.0-85093533859,0
833,2-s2.0-85129224029,0
834,2-s2.0-79953068083,1
835,2-s2.0-0346965430,0
836,2-s2.0-85051987476,0
837,2-s2.0-85038100664,0
838,2-s2.0-85049574334,0
839,2-s2.0-85126086801,0
840,2-s2.0-84964339382,0
841,2-s2.0-74549118932,1
842,2-s2.0-84992491192,0
843,2-s2.0-84961960531,0
844,2-s2.0-84862170625,0
845,2-s2.0-57049155415,0
846,2-s2.0-34548282201,0
847,2-s2.0-84871993250,0
848,2-s2.0-84964689580,0
849,2-s2.0-79952897520,0
850,2-s2.0-85138027701,0
851,2-s2.0-84899863199,0
852,2-s2.0-0036230020,0
853,2-s2.0-85019630141,1
854,2-s2.0-33845687682,0
855,2-s2.0-84870023811,0
856,2-s2.0-0031399023,0
857,2-s2.0-80051976316,0
858,2-s2.0-0036326488,0
859,2-s2.0-84901504678,0
860,2-s2.0-85134882538,0
861,2-s2.0-85062706426,0
862,2-s2.0-85015090743,1
863,2-s2.0-84903773900,0
864,2-s2.0-80052892660,1
865,2-s2.0-85128292230,0
866,2-s2.0-84878680174,0
867,2-s2.0-85128483819,0
868,2-s2.0-84961626569,1
869,2-s2.0-85127594651,0
870,2-s2.0-85006827379,1
871,2-s2.0-84877017633,1
872,2-s2.0-85135500244,0
873,2-s2.0-0344962386,0
874,2-s2.0-85139157836,0
875,2-s2.0-0031887636,0
876,2-s2.0-84870250975,0
877,2-s2.0-84883559874,0
878,2-s2.0-85131548561,0
879,2-s2.0-0030815940,0
880,2-s2.0-84940436312,0
881,2-s2.0-61649126483,0
882,2-s2.0-13944261229,0
883,2-s2.0-84922356118,1
884,2-s2.0-85133974282,0
885,2-s2.0-84902158811,1
886,2-s2.0-85136406933,0
887,2-s2.0-85125326740,0
888,2-s2.0-84865588816,0
889,2-s2.0-70450239613,0
890,2-s2.0-84885460862,0
891,2-s2.0-80052261171,0
892,2-s2.0-84945289591,0
893,2-s2.0-85122960530,0
894,2-s2.0-85089785569,1
895,2-s2.0-85130260996,0
896,2-s2.0-84938862250,1
897,2-s2.0-85121904146,0
898,2-s2.0-85053353564,0
899,2-s2.0-67651158853,0
900,2-s2.0-85129683226,0
901,2-s2.0-85121348614,0
902,2-s2.0-84919782106,0
903,2-s2.0-85117737192,0
904,2-s2.0-67949098940,1
905,2-s2.0-84994662790,1
906,2-s2.0-85112540462,0
907,2-s2.0-85125111139,0
908,2-s2.0-55949114100,0
909,2-s2.0-85125096965,0
910,2-s2.0-79952736919,0
911,2-s2.0-85123956586,0
912,2-s2.0-84983009802,1
913,2-s2.0-84867681920,0
914,2-s2.0-80855132648,0
915,2-s2.0-84927668209,0
916,2-s2.0-84901343105,0
917,2-s2.0-85060939563,1
918,2-s2.0-84867136371,1
919,2-s2.0-85119413689,0
920,2-s2.0-84890102408,0
921,2-s2.0-84860431262,0
922,2-s2.0-80052063046,0
923,2-s2.0-34548774488,0
924,2-s2.0-85114317426,0
925,2-s2.0-85105462347,0
926,2-s2.0-84874402677,0
927,2-s2.0-85060895661,1
928,2-s2.0-85078985414,1
929,2-s2.0-85140270517,0
930,2-s2.0-60749127573,0
931,2-s2.0-35748974837,0
932,2-s2.0-85087560784,1
933,2-s2.0-84897028472,0
934,2-s2.0-84912091509,0
935,2-s2.0-85019734777,1
936,2-s2.0-85083366870,0
937,2-s2.0-85032361519,1
938,2-s2.0-84952883216,0
939,2-s2.0-84908463039,1
940,2-s2.0-58749110304,0
941,2-s2.0-85036663545,1
942,2-s2.0-84928096388,1
943,2-s2.0-64249153234,0
944,2-s2.0-85137220476,0
945,2-s2.0-84994048790,1
946,2-s2.0-0036841493,0
947,2-s2.0-85131556197,0
948,2-s2.0-85131074115,0
949,2-s2.0-85081366427,0
950,2-s2.0-84905251538,0
951,2-s2.0-85002170901,0
952,2-s2.0-84948767348,1
953,2-s2.0-85021824893,0
954,2-s2.0-85086069035,1
955,2-s2.0-85125957215,0
956,2-s2.0-84979699685,0
957,2-s2.0-84870056676,0
958,2-s2.0-85123636932,0
959,2-s2.0-85123166507,0
960,2-s2.0-85131693069,0
961,2-s2.0-85056560239,0
962,2-s2.0-85123733792,0
963,2-s2.0-85065708446,0
964,2-s2.0-85027919895,0
965,2-s2.0-85121458669,0
966,2-s2.0-85120848317,0
967,2-s2.0-85059447387,1
968,2-s2.0-85099619731,1
969,2-s2.0-85119171142,0
970,2-s2.0-85132836295,0
971,2-s2.0-1642602280,0
972,2-s2.0-79956279788,0
973,2-s2.0-85115765822,0
974,2-s2.0-85079384962,1
975,2-s2.0-85103678933,0
976,2-s2.0-85107409011,0
977,2-s2.0-85105042555,0
978,2-s2.0-85049005601,0
979,2-s2.0-84864587774,0
980,2-s2.0-85125752753,0
981,2-s2.0-80052033784,0
982,2-s2.0-81555219216,0
983,2-s2.0-85120918984,0
984,2-s2.0-85122700820,0
985,2-s2.0-85126132607,0
986,2-s2.0-85121656664,0
987,2-s2.0-84978197314,0
988,2-s2.0-84903782914,0
989,2-s2.0-84856760875,0
990,2-s2.0-85044163321,0
991,2-s2.0-85077623332,1
992,2-s2.0-84908303449,0
993,2-s2.0-85125662894,0
994,2-s2.0-84881171918,0
995,2-s2.0-84877333161,0
996,2-s2.0-77957698342,0
997,2-s2.0-85123378503,0
998,2-s2.0-85115959742,0
999,2-s2.0-85134793134,0
1000,2-s2.0-85059040177,0
1001,2-s2.0-85056114170,1
1002,2-s2.0-84992021868,0
1003,2-s2.0-85109308563,0
1004,2-s2.0-84923309009,0
1005,2-s2.0-84876886281,0
1006,2-s2.0-84883133215,0
1007,2-s2.0-85072289294,1
1008,2-s2.0-77958538627,0
1009,2-s2.0-84984861288,0
1010,2-s2.0-84893767604,0
1011,2-s2.0-85121451784,0
1012,2-s2.0-85123720227,0
1013,2-s2.0-85123019084,0
1014,2-s2.0-85123700890,0
1015,2-s2.0-85122240650,0
1016,2-s2.0-85117605121,0
1017,2-s2.0-85025692542,0
1018,2-s2.0-85011961106,0
1019,2-s2.0-85068474923,1
1020,2-s2.0-85136713072,0
1021,2-s2.0-85065102757,1
1022,2-s2.0-85032942771,1
1023,2-s2.0-85037612780,0
1024,2-s2.0-0033180310,0
1025,2-s2.0-85063741913,0
1026,2-s2.0-78649348280,0
1027,2-s2.0-85113958827,0
1028,2-s2.0-85108139275,0
1029,2-s2.0-84945441892,0
1030,2-s2.0-84858747891,0
1031,2-s2.0-84864411438,1
1032,2-s2.0-85117736316,0
1033,2-s2.0-85132746565,0
1034,2-s2.0-84954048936,0
1035,2-s2.0-84958770309,0
1036,2-s2.0-85118579949,0
1037,2-s2.0-85082488859,0
1038,2-s2.0-85069848592,1
1039,2-s2.0-84889653198,0
1040,2-s2.0-84860918456,0
1041,2-s2.0-84915811359,1
1042,2-s2.0-84856022161,0
1043,2-s2.0-85115651431,0
1044,2-s2.0-84895756147,0
1045,2-s2.0-85106550254,0
1046,2-s2.0-85105960265,0
1047,2-s2.0-85116038345,0
1048,2-s2.0-85100901176,1
1049,2-s2.0-85122249523,0
1050,2-s2.0-85051659652,0
1051,2-s2.0-84979665390,0
1052,2-s2.0-84964937329,0
1053,2-s2.0-77953047244,0
1054,2-s2.0-77649272564,0
1055,2-s2.0-85111501625,0
1056,2-s2.0-84939979200,0
1057,2-s2.0-29144433324,0
1058,2-s2.0-85075735521,0
1059,2-s2.0-85109567562,0
1060,2-s2.0-85119000764,0
1061,2-s2.0-85116438098,0
1062,2-s2.0-85104949017,0
1063,2-s2.0-84964374791,0
1064,2-s2.0-85091762708,1
1065,2-s2.0-85043578084,1
1066,2-s2.0-85119332211,0
1067,2-s2.0-84962845330,0
1068,2-s2.0-84889664059,0
1069,2-s2.0-79955718050,0
1070,2-s2.0-84898440866,0
1071,2-s2.0-84905689356,1
1072,2-s2.0-66249089503,0
1073,2-s2.0-85107720383,0
1074,2-s2.0-80053563270,0
1075,2-s2.0-84929447961,0
1076,2-s2.0-85119282781,0
1077,2-s2.0-85098638982,0
1078,2-s2.0-0036294513,0
1079,2-s2.0-84937978404,0
1080,2-s2.0-62849128147,0
1081,2-s2.0-85065902308,0
1082,2-s2.0-0034950728,1
1083,2-s2.0-84962138123,0
1084,2-s2.0-84949495704,0
1085,2-s2.0-85110746786,0
1086,2-s2.0-0025919054,0
1087,2-s2.0-85082628354,1
1088,2-s2.0-85057051272,1
1089,2-s2.0-85030460705,1
1090,2-s2.0-84983465556,0
1091,2-s2.0-84978986492,0
1092,2-s2.0-85058861871,1
1093,2-s2.0-84904675926,0
1094,2-s2.0-84896317320,0
1095,2-s2.0-85049327931,0
1096,2-s2.0-84980398175,0
1097,2-s2.0-85006124200,0
1098,2-s2.0-85053536517,1
1099,2-s2.0-84958964978,0
1100,2-s2.0-85066398129,0
1101,2-s2.0-85111320718,0
1102,2-s2.0-85115650819,0
1103,2-s2.0-84890374522,0
1104,2-s2.0-53249097337,0
1105,2-s2.0-8844259543,0
1106,2-s2.0-85110683957,0
1107,2-s2.0-85079859340,0
1108,2-s2.0-84961285957,0
1109,2-s2.0-85102638105,0
1110,2-s2.0-84937520606,0
1111,2-s2.0-85102430313,0
1112,2-s2.0-84958267771,0
1113,2-s2.0-85106727827,0
1114,2-s2.0-84907323796,0
1115,2-s2.0-84862003632,0
1116,2-s2.0-85015861177,1
1117,2-s2.0-85105595315,0
1118,2-s2.0-80054071707,0
1119,2-s2.0-79960015608,0
1120,2-s2.0-51449110991,0
1121,2-s2.0-84992046664,1
1122,2-s2.0-85050913555,1
1123,2-s2.0-84959269940,1
1124,2-s2.0-84907309878,0
1125,2-s2.0-85134526362,0
1126,2-s2.0-84913594031,0
1127,2-s2.0-77954484596,1
1128,2-s2.0-11044236272,0
1129,2-s2.0-85096394947,0
1130,2-s2.0-85077680169,0
1131,2-s2.0-85087517562,1
1132,2-s2.0-85076703003,1
1133,2-s2.0-84958103196,0
1134,2-s2.0-84941633315,0
1135,2-s2.0-85105796878,0
1136,2-s2.0-85104203993,0
1137,2-s2.0-85027953407,0
1138,2-s2.0-84889597934,0
1139,2-s2.0-72049106359,0
1140,2-s2.0-85044725253,0
1141,2-s2.0-85033490010,0
1142,2-s2.0-77956169978,0
1143,2-s2.0-84901927068,0
1144,2-s2.0-85103123291,0
1145,2-s2.0-84990878438,0
1146,2-s2.0-84995917606,0
1147,2-s2.0-85099098329,0
1148,2-s2.0-84898910168,0
1149,2-s2.0-85099278474,0
1150,2-s2.0-85102653607,0
1151,2-s2.0-84857440515,0
1152,2-s2.0-34249104197,0
1153,2-s2.0-85108705979,0
1154,2-s2.0-85111016099,0
1155,2-s2.0-84977482005,0
1156,2-s2.0-85101307358,0
1157,2-s2.0-85083330929,0
1158,2-s2.0-85100422801,0
1159,2-s2.0-84949639441,0
1160,2-s2.0-85099838762,0
1161,2-s2.0-84922349337,1
1162,2-s2.0-84994205097,0
1163,2-s2.0-85099176098,1
1164,2-s2.0-85098701269,0
1165,2-s2.0-84921313029,0
1166,2-s2.0-85027940564,1
1167,2-s2.0-79952046237,0
1168,2-s2.0-85052960089,0
1169,2-s2.0-85036470353,1
1170,2-s2.0-85103841284,0
1171,2-s2.0-85099376427,0
1172,2-s2.0-85139197615,0
1173,2-s2.0-77957322914,0
1174,2-s2.0-85068056559,0
1175,2-s2.0-35348934887,0
1176,2-s2.0-85050920210,0
1177,2-s2.0-85103388509,0
1178,2-s2.0-85101080029,0
1179,2-s2.0-85021374978,1
1180,2-s2.0-85099954704,0
1181,2-s2.0-85039056142,0
1182,2-s2.0-84992166069,1
1183,2-s2.0-84881660973,0
1184,2-s2.0-85070792879,0
1185,2-s2.0-84994000475,0
1186,2-s2.0-85045842125,0
1187,2-s2.0-84878994845,1
1188,2-s2.0-84871413284,0
1189,2-s2.0-85087206074,1
1190,2-s2.0-85062057729,0
1191,2-s2.0-85092499110,0
1192,2-s2.0-84883631460,0
1193,2-s2.0-85091643285,0
1194,2-s2.0-85090565963,0
1195,2-s2.0-85132996782,0
1196,2-s2.0-79960373930,0
1197,2-s2.0-85061969457,0
1198,2-s2.0-85016433316,0
1199,2-s2.0-85098456999,0
1200,2-s2.0-85122359798,0
1201,2-s2.0-84879506391,0
1202,2-s2.0-84858334664,0
1203,2-s2.0-85014555910,0
1204,2-s2.0-85114186034,0
1205,2-s2.0-85120084979,0
1206,2-s2.0-85079589003,0
1207,2-s2.0-85104962614,0
1208,2-s2.0-85104269981,0
1209,2-s2.0-85100709171,0
1210,2-s2.0-84867316483,0
1211,2-s2.0-39349113834,0
1212,2-s2.0-85029476065,0
1213,2-s2.0-84941623651,0
1214,2-s2.0-84936802913,1
1215,2-s2.0-85093951956,0
1216,2-s2.0-85092150855,0
1217,2-s2.0-84904817371,0
1218,2-s2.0-84906764614,0
1219,2-s2.0-34447104357,0
1220,2-s2.0-85078408456,0
1221,2-s2.0-85091201713,0
1222,2-s2.0-84885461390,0
1223,2-s2.0-34848920645,0
1224,2-s2.0-85097647661,0
1225,2-s2.0-85094958925,0
1226,2-s2.0-84856336843,0
1227,2-s2.0-84862204389,0
1228,2-s2.0-85073161564,0
1229,2-s2.0-85018851481,0
1230,2-s2.0-85066285007,0
1231,2-s2.0-85090697018,0
1232,2-s2.0-85084195346,0
1233,2-s2.0-84926141135,0
1234,2-s2.0-85101705972,0
1235,2-s2.0-84888113156,0
1236,2-s2.0-85018800296,0
1237,2-s2.0-85074162726,1
1238,2-s2.0-85088925026,0
1239,2-s2.0-85092427754,1
1240,2-s2.0-85081283981,1
1241,2-s2.0-85095432200,0
1242,2-s2.0-85067292541,0
1243,2-s2.0-85073718099,1
1244,2-s2.0-84887952002,1
1245,2-s2.0-85096204063,0
1246,2-s2.0-85100414712,1
1247,2-s2.0-84865327722,0
1248,2-s2.0-72949093108,0
1249,2-s2.0-84878968913,0
1250,2-s2.0-78649881444,0
1251,2-s2.0-85098964765,0
1252,2-s2.0-85071322850,0
1253,2-s2.0-85088945652,0
1254,2-s2.0-85058816149,0
1255,2-s2.0-85085968953,0
1256,2-s2.0-85083401726,0
1257,2-s2.0-85056267088,0
1258,2-s2.0-85089822419,1
1259,2-s2.0-85094946484,0
1260,2-s2.0-85086892110,0
1261,2-s2.0-85096601325,0
1262,2-s2.0-84937818345,1
1263,2-s2.0-85096859466,0
1264,2-s2.0-85016928567,0
1265,2-s2.0-85092349231,1
1266,2-s2.0-85093651779,0
1267,2-s2.0-85094136171,0
1268,2-s2.0-84891841249,0
1269,2-s2.0-85018363036,1
1270,2-s2.0-84979737450,0
1271,2-s2.0-85117772057,1
1272,2-s2.0-85078667621,0
1273,2-s2.0-84977126119,0
1274,2-s2.0-85064167282,0
1275,2-s2.0-84946126760,0
1276,2-s2.0-84921854376,0
1277,2-s2.0-85119484950,1
1278,2-s2.0-84889093146,0
1279,2-s2.0-85038854248,0
1280,2-s2.0-77956165004,0
1281,2-s2.0-85012927447,0
1282,2-s2.0-85120847495,0
1283,2-s2.0-34247157656,0
1284,2-s2.0-85082115402,0
1285,2-s2.0-56949086990,1
1286,2-s2.0-85022346757,1
1287,2-s2.0-84981214226,1
1288,2-s2.0-85106721963,0
1289,2-s2.0-85050104082,0
1290,2-s2.0-33751170427,0
1291,2-s2.0-85016443482,0
1292,2-s2.0-84887515646,0
1293,2-s2.0-79955970120,0
1294,2-s2.0-85090417448,0
1295,2-s2.0-85096936123,1
1296,2-s2.0-84994480545,0
1297,2-s2.0-85091250970,1
1298,2-s2.0-84931045149,0
1299,2-s2.0-85086173541,0
1300,2-s2.0-77954317721,0
1301,2-s2.0-85060351936,0
1302,2-s2.0-85088108303,1
1303,2-s2.0-84960121763,0
1304,2-s2.0-84959577169,0
1305,2-s2.0-85128175090,0
1306,2-s2.0-85013077968,1
1307,2-s2.0-85073983494,0
1308,2-s2.0-85119717861,0
1309,2-s2.0-85090340476,0
1310,2-s2.0-85078857798,0
1311,2-s2.0-85123868304,0
1312,2-s2.0-85082679574,0
1313,2-s2.0-85083675578,0
1314,2-s2.0-85092223503,0
1315,2-s2.0-85101080133,1
1316,2-s2.0-85088649336,0
1317,2-s2.0-85067360509,0
1318,2-s2.0-85048357722,0
1319,2-s2.0-85085571426,1
1320,2-s2.0-84867739912,0
1321,2-s2.0-85127488754,1
1322,2-s2.0-85076782271,0
1323,2-s2.0-85057052257,0
1324,2-s2.0-85114768684,0
1325,2-s2.0-85079907515,0
1326,2-s2.0-85025077326,0
1327,2-s2.0-84949098069,0
1328,2-s2.0-85007566293,0
1329,2-s2.0-85123870733,1
1330,2-s2.0-85115741605,0
1331,2-s2.0-85081903245,0
1332,2-s2.0-84924690803,0
1333,2-s2.0-84902987006,0
1334,2-s2.0-84881665832,0
1335,2-s2.0-84873153041,0
1336,2-s2.0-85091208915,0
1337,2-s2.0-84867130219,0
1338,2-s2.0-84870739473,0
1339,2-s2.0-85115033416,1
1340,2-s2.0-85105963288,1
1341,2-s2.0-85065615713,0
1342,2-s2.0-85062094270,0
1343,2-s2.0-85084655926,0
1344,2-s2.0-85090158476,0
1345,2-s2.0-84990229157,0
1346,2-s2.0-85011339267,0
1347,2-s2.0-79955530566,0
1348,2-s2.0-84855968762,0
1349,2-s2.0-85124331042,1
1350,2-s2.0-85095406945,0
1351,2-s2.0-85032976668,0
1352,2-s2.0-85120697437,1
1353,2-s2.0-85027934415,0
1354,2-s2.0-85078703449,0
1355,2-s2.0-85105874044,1
1356,2-s2.0-85076472955,0
1357,2-s2.0-84959486941,0
1358,2-s2.0-32944462116,0
1359,2-s2.0-85077461125,0
1360,2-s2.0-85126943157,0
1361,2-s2.0-85085894504,0
1362,2-s2.0-84879204898,0
1363,2-s2.0-84866169765,0
1364,2-s2.0-77950422624,0
1365,2-s2.0-85089689680,0
1366,2-s2.0-85091645524,1
1367,2-s2.0-85081005911,0
1368,2-s2.0-34249331278,0
1369,2-s2.0-85079877954,0
1370,2-s2.0-1942504418,0
1371,2-s2.0-85061254124,0
1372,2-s2.0-85077077798,0
1373,2-s2.0-85076613356,0
1374,2-s2.0-85075208667,1
1375,2-s2.0-84964720110,0
1376,2-s2.0-85089007027,0
1377,2-s2.0-85056562745,0
1378,2-s2.0-85077881025,0
1379,2-s2.0-85090032254,0
1380,2-s2.0-85085657365,0
1381,2-s2.0-85083038696,0
1382,2-s2.0-85129489095,1
1383,2-s2.0-85104942201,1
1384,2-s2.0-84949034365,0
1385,2-s2.0-85088030002,0
1386,2-s2.0-85138240146,0
1387,2-s2.0-84946925591,0
1388,2-s2.0-85068498569,0
1389,2-s2.0-85056768721,0
1390,2-s2.0-74049088263,0
1391,2-s2.0-84908071981,0
1392,2-s2.0-84883289750,0
1393,2-s2.0-85138533895,1
1394,2-s2.0-85081215118,0
1395,2-s2.0-85060094901,0
1396,2-s2.0-79951657289,0
1397,2-s2.0-85101753767,0
1398,2-s2.0-85077365564,0
1399,2-s2.0-85087307698,0
1400,2-s2.0-85129961266,1
1401,2-s2.0-85076559302,0
1402,2-s2.0-85133567711,1
1403,2-s2.0-85075398660,0
1404,2-s2.0-85130641081,1
1405,2-s2.0-85114876277,1
1406,2-s2.0-85098480635,0
1407,2-s2.0-85061350029,0
1408,2-s2.0-85083563628,0
1409,2-s2.0-85043757591,0
1410,2-s2.0-85031819005,0
1411,2-s2.0-85122645852,1
1412,2-s2.0-84896724648,0
1413,2-s2.0-84866495475,0
1414,2-s2.0-85068141876,0
1415,2-s2.0-85125786068,0
1416,2-s2.0-85121480302,1
1417,2-s2.0-85066602878,0
1418,2-s2.0-85105754110,0
1419,2-s2.0-85132217995,0
1420,2-s2.0-85103111393,1
1421,2-s2.0-85094200677,0
1422,2-s2.0-34948884459,1
1423,2-s2.0-85091842091,0
1424,2-s2.0-85082674461,0
1425,2-s2.0-85041107902,0
1426,2-s2.0-65349178989,1
1427,2-s2.0-85090387802,0
1428,2-s2.0-84992178468,0
1429,2-s2.0-84876748104,1
1430,2-s2.0-85052732397,0
1431,2-s2.0-85087475537,0
1432,2-s2.0-85019564061,0
1433,2-s2.0-85084004313,0
1434,2-s2.0-85086896398,0
1435,2-s2.0-85015306951,0
1436,2-s2.0-85080040556,0
1437,2-s2.0-84978485859,0
1438,2-s2.0-85090450591,1
1439,2-s2.0-84899895101,0
1440,2-s2.0-85078562091,0
1441,2-s2.0-84882986835,0
1442,2-s2.0-84865529525,0
1443,2-s2.0-85081242900,0
1444,2-s2.0-84862988863,1
